{ -1, 32 }
{ 294, 4 }
{ 9950, 9 }
{ 6096, 7 }
{ 3119, 7 }
{ 7816, 6 }
{ 4309, 6 }
{ 3173, 6 }
{ 3388, 7 }
{ 5509, 6 }
{ 96, 2 }
{ 3769, 8 }
{ 1872, 5 }
{ 4575, 9 }
{ 1973, 8 }
{ 2104, 4 }
{ 4594, 7 }
{ 3010, 6 }
{ 923, 7 }
{ 6295, 7 }
{ 1695, 8 }
{ 9089, 5 }
{ 7863, 10 }
{ 1883, 8 }
{ 7100, 9 }
{ 6301, 7 }
{ 5154, 4 }
{ 7814, 7 }
{ 1350, 5 }
{ 9095, 7 }
{ 3568, 7 }
{ 1116, 5 }
{ 4237, 5 }
{ 1498, 7 }
{ 6101, 9 }
{ 2180, 3 }
{ 2381, 6 }
{ 4357, 4 }
{ 6215, 6 }
{ 2774, 7 }
{ 5338, 7 }
{ 123, 6 }
{ 1153, 3 }
{ 4419, 5 }
{ 1334, 6 }
{ 9440, 5 }
{ 6533, 6 }
{ 8763, 7 }
{ 7275, 8 }
{ 2919, 8 }
{ 5459, 7 }
{ 5660, 6 }
{ 8122, 10 }
{ 9938, 7 }
{ 9152, 5 }
{ 7688, 5 }
{ 2581, 5 }
{ 5564, 8 }
{ 4692, 5 }
{ 3527, 8 }
{ 57, 4 }
{ 7156, 9 }
{ 334, 5 }
{ 4484, 4 }
{ 7173, 5 }
{ 7443, 7 }
{ 3514, 8 }
{ 1333, 6 }
{ 4208, 4 }
{ 7491, 7 }
{ 9506, 5 }
{ 3523, 7 }
{ 6083, 8 }
{ 4031, 11 }
{ 9753, 6 }
{ 4668, 6 }
{ 4527, 8 }
{ 9746, 5 }
{ 1100, 4 }
{ 5911, 8 }
{ 2257, 5 }
{ 7515, 9 }
{ 5481, 7 }
{ 3849, 6 }
{ 5517, 7 }
{ 1065, 4 }
{ 7641, 9 }
{ 8551, 7 }
{ 3640, 6 }
{ 6305, 5 }
{ 5132, 4 }
{ 4049, 8 }
{ 5134, 5 }
{ 2887, 7 }
{ 7802, 9 }
{ 9253, 5 }
{ 2463, 8 }
{ 7787, 9 }
{ 8647, 7 }
{ 8567, 8 }
{ 9464, 7 }
{ 3331, 5 }
{ 878, 7 }
{ 5238, 7 }
{ 8214, 4 }
{ 116, 4 }
{ 2510, 7 }
{ 7901, 10 }
{ 5441, 5 }
{ 3566, 9 }
{ 6289, 5 }
{ 3551, 10 }
{ 4455, 7 }
{ 6387, 8 }
{ 758, 7 }
{ 5921, 6 }
{ 5136, 3 }
{ 6292, 5 }
{ 9093, 6 }
{ 9431, 8 }
{ 840, 4 }
{ 6552, 6 }
{ 4399, 7 }
{ 5522, 6 }
{ 5721, 7 }
{ 6756, 6 }
{ 3187, 7 }
{ 1800, 4 }
{ 3848, 5 }
{ 7180, 5 }
{ 6749, 8 }
{ 516, 2 }
{ 1412, 4 }
{ 1813, 6 }
{ 1738, 6 }
{ 1537, 3 }
{ 3134, 7 }
{ 6204, 6 }
{ 6696, 5 }
{ 6575, 9 }
{ 1928, 5 }
{ 2460, 6 }
{ 1317, 5 }
{ 7132, 9 }
{ 2386, 5 }
{ 9763, 6 }
{ 701, 7 }
{ 5092, 7 }
{ 8130, 8 }
{ 1354, 5 }
{ 8549, 6 }
{ 2392, 5 }
{ 4255, 7 }
{ 3749, 7 }
{ 3450, 8 }
{ 1182, 6 }
{ 2729, 6 }
{ 7277, 8 }
{ 9082, 8 }
{ 546, 3 }
{ 2349, 6 }
{ 5532, 7 }
{ 1197, 6 }
{ 6306, 5 }
{ 4987, 9 }
{ 359, 6 }
{ 4861, 9 }
{ 4943, 8 }
{ 7785, 8 }
{ 8265, 4 }
{ 8926, 8 }
{ 4102, 3 }
{ 1594, 6 }
{ 1336, 5 }
{ 3185, 6 }
{ 3460, 5 }
{ 5285, 6 }
{ 578, 3 }
{ 287, 6 }
{ 5075, 8 }
{ 8575, 9 }
{ 9709, 9 }
{ 4604, 8 }
{ 8222, 5 }
{ 3212, 5 }
{ 9636, 6 }
{ 9025, 5 }
{ 8399, 7 }
{ 1815, 7 }
{ 7046, 7 }
{ 1368, 5 }
{ 690, 5 }
{ 9259, 6 }
{ 358, 5 }
{ 7556, 6 }
{ 673, 4 }
{ 9116, 7 }
{ 3992, 7 }
{ 100, 3 }
{ 4552, 5 }
{ 6858, 7 }
{ 3044, 7 }
{ 2865, 6 }
{ 2943, 10 }
{ 8348, 5 }
{ 1430, 6 }
{ 3729, 6 }
{ 2052, 2 }
{ 9060, 6 }
{ 1985, 6 }
{ 3090, 4 }
{ 4393, 5 }
{ 132, 2 }
{ 7882, 8 }
{ 3453, 9 }
{ 2240, 3 }
{ 3574, 9 }
{ 27, 4 }
{ 7181, 6 }
{ 4601, 8 }
{ 9171, 8 }
{ 9468, 8 }
{ 8011, 9 }
{ 47, 5 }
{ 9328, 5 }
{ 7472, 6 }
{ 695, 7 }
{ 8198, 3 }
{ 730, 6 }
{ 6238, 7 }
{ 8086, 9 }
{ 9904, 6 }
{ 2567, 5 }
{ 3318, 8 }
{ 7367, 8 }
{ 1526, 8 }
{ 2110, 6 }
{ 8782, 6 }
{ 2409, 6 }
{ 2707, 6 }
{ 7112, 7 }
{ 9448, 6 }
{ 8100, 8 }
{ 4821, 7 }
{ 8846, 6 }
{ 1818, 6 }
{ 28, 3 }
{ 4114, 3 }
{ 6871, 9 }
{ 2004, 7 }
{ 1669, 5 }
{ 9098, 6 }
{ 7440, 5 }
{ 9442, 6 }
{ 577, 3 }
{ 6513, 7 }
{ 128, 1 }
{ 4889, 6 }
{ 6201, 6 }
{ 9352, 4 }
{ 8922, 7 }
{ 5219, 6 }
{ 9156, 6 }
{ 5361, 7 }
{ 4012, 8 }
{ 469, 6 }
{ 6760, 6 }
{ 8101, 9 }
{ 3177, 6 }
{ 9325, 7 }
{ 6806, 7 }
{ 6520, 7 }
{ 1668, 4 }
{ 3674, 7 }
{ 6061, 9 }
{ 3550, 9 }
{ 1563, 6 }
{ 178, 4 }
{ 3476, 6 }
{ 1719, 8 }
{ 1283, 4 }
{ 2499, 6 }
{ 6538, 6 }
{ 9244, 5 }
{ 8984, 5 }
{ 7741, 9 }
{ 1199, 7 }
{ 1402, 7 }
{ 9942, 8 }
{ 4453, 6 }
{ 5500, 8 }
{ 1208, 5 }
{ 327, 5 }
{ 2194, 4 }
{ 7797, 9 }
{ 5849, 8 }
{ 9947, 9 }
{ 5145, 5 }
{ 8886, 7 }
{ 4439, 7 }
{ 5209, 6 }
{ 6260, 6 }
{ 5414, 6 }
{ 4342, 7 }
{ 304, 3 }
{ 383, 8 }
{ 7905, 8 }
{ 9505, 5 }
{ 2683, 8 }
{ 8298, 5 }
{ 7886, 9 }
{ 8486, 5 }
{ 9354, 5 }
{ 1362, 5 }
{ 3448, 7 }
{ 5907, 7 }
{ 6839, 9 }
{ 4158, 6 }
{ 5986, 7 }
{ 5726, 8 }
{ 4207, 7 }
{ 9915, 9 }
{ 2088, 3 }
{ 1123, 5 }
{ 1438, 7 }
{ 1110, 5 }
{ 4571, 8 }
{ 124, 5 }
{ 6564, 6 }
{ 1796, 4 }
{ 8777, 5 }
{ 9088, 4 }
{ 8017, 8 }
{ 2736, 5 }
{ 74, 3 }
{ 3477, 7 }
{ 9481, 5 }
{ 789, 5 }
{ 5104, 7 }
{ 7084, 8 }
{ 5312, 4 }
{ 9001, 6 }
{ 2747, 8 }
{ 7537, 8 }
{ 2031, 10 }
{ 8449, 3 }
{ 1729, 5 }
{ 9840, 6 }
{ 2085, 4 }
{ 8195, 3 }
{ 4260, 4 }
{ 4897, 5 }
{ 8140, 9 }
{ 3890, 7 }
{ 3047, 9 }
{ 480, 4 }
{ 4044, 8 }
{ 3417, 7 }
{ 8355, 5 }
{ 2620, 6 }
{ 715, 6 }
{ 5049, 8 }
{ 6082, 7 }
{ 4909, 7 }
{ 7900, 9 }
{ 7852, 8 }
{ 4974, 8 }
{ 6105, 9 }
{ 175, 6 }
{ 8148, 9 }
{ 4635, 6 }
{ 4145, 4 }
{ 511, 9 }
{ 2343, 6 }
{ 2681, 7 }
{ 6004, 8 }
{ 4381, 6 }
{ 6647, 10 }
{ 6002, 8 }
{ 1038, 4 }
{ 7192, 5 }
{ 9853, 9 }
{ 6446, 7 }
{ 1657, 7 }
{ 8827, 8 }
{ 4462, 7 }
{ 3518, 9 }
{ 5623, 10 }
{ 6854, 7 }
{ 9653, 8 }
{ 9981, 10 }
{ 4526, 7 }
{ 3219, 6 }
{ 5679, 8 }
{ 623, 7 }
{ 7911, 10 }
{ 2146, 4 }
{ 4618, 4 }
{ 3639, 8 }
{ 1196, 5 }
{ 4669, 7 }
{ 986, 7 }
{ 9376, 4 }
{ 3051, 9 }
{ 7851, 9 }
{ 990, 8 }
{ 8437, 7 }
{ 6391, 9 }
{ 9013, 7 }
{ 7038, 10 }
{ 4192, 3 }
{ 4941, 7 }
{ 4957, 8 }
{ 5650, 5 }
{ 3277, 7 }
{ 2151, 6 }
{ 6059, 9 }
{ 8759, 7 }
{ 156, 4 }
{ 1999, 9 }
{ 2371, 5 }
{ 9195, 9 }
{ 1201, 5 }
{ 6329, 7 }
{ 2787, 7 }
{ 4786, 6 }
{ 5146, 5 }
{ 7208, 5 }
{ 7899, 10 }
{ 6809, 7 }
{ 5365, 8 }
{ 2697, 5 }
{ 9219, 4 }
{ 8040, 8 }
{ 2155, 6 }
{ 7710, 8 }
{ 6778, 8 }
{ 970, 6 }
{ 4299, 6 }
{ 9038, 7 }
{ 9163, 8 }
{ 8531, 6 }
{ 7086, 9 }
{ 5164, 5 }
{ 2793, 7 }
{ 4677, 5 }
{ 1553, 4 }
{ 5344, 5 }
{ 3009, 6 }
{ 6456, 6 }
{ 9378, 5 }
{ 9919, 10 }
{ 7144, 8 }
{ 4193, 4 }
{ 3735, 8 }
{ 5645, 6 }
{ 470, 6 }
{ 5174, 6 }
{ 9558, 7 }
{ 1751, 8 }
{ 6870, 8 }
{ 6393, 8 }
{ 8994, 5 }
{ 7957, 8 }
{ 6348, 6 }
{ 4591, 9 }
{ 4818, 6 }
{ 8768, 3 }
{ 5923, 7 }
{ 4420, 4 }
{ 3320, 7 }
{ 1876, 6 }
{ 5399, 7 }
{ 6846, 9 }
{ 3718, 6 }
{ 7904, 7 }
{ 954, 7 }
{ 7678, 11 }
{ 2150, 5 }
{ 8272, 3 }
{ 7407, 10 }
{ 43, 4 }
{ 5253, 5 }
{ 2498, 5 }
{ 9814, 7 }
{ 6214, 5 }
{ 1469, 8 }
{ 8174, 11 }
{ 7507, 8 }
{ 235, 6 }
{ 1487, 8 }
{ 1571, 5 }
{ 6952, 6 }
{ 7542, 9 }
{ 1946, 7 }
{ 4475, 8 }
{ 2123, 5 }
{ 5959, 8 }
{ 7342, 8 }
{ 4426, 5 }
{ 1220, 4 }
{ 2383, 7 }
{ 1891, 7 }
{ 4743, 6 }
{ 2663, 7 }
{ 7231, 9 }
{ 7349, 8 }
{ 9124, 6 }
{ 2625, 4 }
{ 5451, 7 }
{ 6484, 6 }
{ 4485, 5 }
{ 527, 5 }
{ 7082, 8 }
{ 1307, 6 }
{ 241, 5 }
{ 8724, 4 }
{ 9202, 8 }
{ 762, 7 }
{ 9403, 8 }
{ 7890, 8 }
{ 6044, 8 }
{ 5684, 6 }
{ 6157, 5 }
{ 2568, 3 }
{ 4185, 5 }
{ 6041, 8 }
{ 7792, 7 }
{ 1921, 5 }
{ 1152, 2 }
{ 3097, 5 }
{ 7804, 9 }
{ 5763, 6 }
{ 497, 6 }
{ 3110, 5 }
{ 8747, 6 }
{ 9571, 7 }
{ 3626, 6 }
{ 1765, 7 }
{ 1467, 8 }
{ 1888, 5 }
{ 656, 3 }
{ 9435, 8 }
{ 2959, 8 }
{ 5008, 5 }
{ 2373, 5 }
{ 2761, 6 }
{ 2646, 6 }
{ 6673, 5 }
{ 8504, 5 }
{ 1568, 3 }
{ 1792, 3 }
{ 7177, 5 }
{ 3120, 4 }
{ 3493, 7 }
{ 3602, 5 }
{ 2307, 4 }
{ 7528, 7 }
{ 6744, 6 }
{ 3273, 6 }
{ 5621, 9 }
{ 4653, 6 }
{ 8052, 9 }
{ 2752, 4 }
{ 2009, 8 }
{ 8975, 7 }
{ 1335, 7 }
{ 688, 4 }
{ 6934, 7 }
{ 3360, 4 }
{ 8215, 5 }
{ 7014, 8 }
{ 2367, 8 }
{ 443, 7 }
{ 9550, 7 }
{ 1689, 6 }
{ 3082, 4 }
{ 7452, 7 }
{ 7481, 8 }
{ 7982, 9 }
{ 2927, 9 }
{ 7817, 7 }
{ 1080, 4 }
{ 4474, 7 }
{ 2983, 8 }
{ 2318, 5 }
{ 2635, 6 }
{ 7549, 10 }
{ 5568, 5 }
{ 5563, 9 }
{ 6833, 7 }
{ 2020, 7 }
{ 9135, 9 }
{ 483, 6 }
{ 1360, 4 }
{ 9667, 7 }
{ 795, 6 }
{ 2129, 4 }
{ 9826, 6 }
{ 5761, 5 }
{ 5189, 5 }
{ 1408, 3 }
{ 3416, 6 }
{ 6539, 7 }
{ 5016, 6 }
{ 592, 3 }
{ 2189, 5 }
{ 5493, 8 }
{ 1287, 5 }
{ 3776, 5 }
{ 7642, 9 }
{ 6099, 9 }
{ 2045, 10 }
{ 6477, 7 }
{ 276, 3 }
{ 1150, 7 }
{ 471, 7 }
{ 5883, 10 }
{ 3018, 7 }
{ 381, 7 }
{ 4824, 6 }
{ 1401, 7 }
{ 2078, 5 }
{ 794, 5 }
{ 9963, 9 }
{ 7118, 9 }
{ 2688, 3 }
{ 5080, 7 }
{ 6217, 5 }
{ 2001, 7 }
{ 3593, 5 }
{ 4915, 7 }
{ 4314, 6 }
{ 2972, 7 }
{ 1391, 8 }
{ 9583, 9 }
{ 2308, 3 }
{ 9490, 5 }
{ 3445, 8 }
{ 6856, 6 }
{ 3063, 10 }
{ 7501, 8 }
{ 5424, 5 }
{ 8334, 5 }
{ 9211, 10 }
{ 8801, 5 }
{ 33, 2 }
{ 4073, 9 }
{ 646, 4 }
{ 5287, 7 }
{ 3560, 7 }
{ 4565, 7 }
{ 6738, 6 }
{ 3437, 8 }
{ 4695, 7 }
{ 3966, 10 }
{ 8393, 5 }
{ 4968, 6 }
{ 7366, 7 }
{ 8482, 4 }
{ 9295, 7 }
{ 6801, 6 }
{ 1302, 5 }
{ 9912, 7 }
{ 9655, 9 }
{ 1952, 5 }
{ 5847, 9 }
{ 442, 6 }
{ 5120, 2 }
{ 137, 3 }
{ 7815, 8 }
{ 7533, 9 }
{ 5068, 7 }
{ 4780, 6 }
{ 7232, 4 }
{ 6482, 6 }
{ 8613, 6 }
{ 531, 4 }
{ 64, 1 }
{ 1659, 8 }
{ 4050, 8 }
{ 1355, 6 }
{ 1501, 8 }
{ 4137, 4 }
{ 3169, 5 }
{ 2861, 7 }
{ 5205, 6 }
{ 3956, 8 }
{ 5339, 8 }
{ 9118, 8 }
{ 1327, 7 }
{ 3658, 6 }
{ 6917, 6 }
{ 1399, 8 }
{ 2197, 5 }
{ 6519, 9 }
{ 9194, 8 }
{ 9055, 9 }
{ 348, 5 }
{ 6490, 7 }
{ 7910, 9 }
{ 3853, 7 }
{ 7730, 7 }
{ 1556, 4 }
{ 6084, 7 }
{ 4506, 6 }
{ 3847, 7 }
{ 4682, 5 }
{ 7495, 8 }
{ 5961, 7 }
{ 2726, 6 }
{ 4970, 7 }
{ 8903, 7 }
{ 2284, 6 }
{ 1119, 7 }
{ 8444, 7 }
{ 4270, 6 }
{ 8331, 5 }
{ 4433, 5 }
{ 8999, 7 }
{ 2136, 4 }
{ 7643, 10 }
{ 9299, 6 }
{ 5396, 5 }
{ 6449, 6 }
{ 2613, 6 }
{ 8594, 5 }
{ 7540, 8 }
{ 4406, 6 }
{ 5429, 7 }
{ 4981, 8 }
{ 1461, 7 }
{ 6522, 8 }
{ 4089, 10 }
{ 6820, 6 }
{ 2630, 5 }
{ 8107, 10 }
{ 2952, 5 }
{ 6012, 9 }
{ 3672, 6 }
{ 8070, 8 }
{ 2069, 4 }
{ 5289, 6 }
{ 3631, 8 }
{ 4386, 4 }
{ 1612, 5 }
{ 6351, 8 }
{ 1452, 6 }
{ 7893, 9 }
{ 5127, 5 }
{ 5648, 4 }
{ 710, 5 }
{ 579, 4 }
{ 8867, 6 }
{ 4648, 4 }
{ 6574, 8 }
{ 1509, 7 }
{ 7497, 7 }
{ 3615, 8 }
{ 1666, 4 }
{ 7444, 6 }
{ 4792, 6 }
{ 6474, 6 }
{ 2062, 4 }
{ 7789, 9 }
{ 8116, 9 }
{ 210, 4 }
{ 4826, 7 }
{ 1718, 7 }
{ 958, 8 }
{ 8368, 4 }
{ 6336, 4 }
{ 2458, 6 }
{ 9032, 5 }
{ 6368, 5 }
{ 6521, 8 }
{ 5252, 4 }
{ 2823, 6 }
{ 9943, 9 }
{ 9136, 6 }
{ 2992, 6 }
{ 4498, 5 }
{ 7554, 6 }
{ 95, 6 }
{ 5385, 5 }
{ 5523, 7 }
{ 869, 6 }
{ 8688, 6 }
{ 3924, 7 }
{ 7070, 9 }
{ 7324, 7 }
{ 255, 8 }
{ 2566, 4 }
{ 2055, 4 }
{ 438, 6 }
{ 9662, 9 }
{ 6194, 5 }
{ 1575, 6 }
{ 4519, 7 }
{ 2353, 5 }
{ 6210, 4 }
{ 2213, 5 }
{ 8695, 9 }
{ 6649, 9 }
{ 1938, 6 }
{ 8072, 7 }
{ 8879, 8 }
{ 1517, 8 }
{ 2098, 4 }
{ 6802, 6 }
{ 3342, 6 }
{ 8201, 3 }
{ 228, 4 }
{ 1396, 6 }
{ 6300, 6 }
{ 9533, 8 }
{ 4190, 6 }
{ 6288, 4 }
{ 5021, 8 }
{ 2982, 7 }
{ 5444, 5 }
{ 3204, 4 }
{ 9613, 7 }
{ 7986, 8 }
{ 6331, 8 }
{ 42, 3 }
{ 3282, 6 }
{ 3829, 9 }
{ 3564, 8 }
{ 9019, 8 }
{ 1222, 5 }
{ 5026, 6 }
{ 8890, 7 }
{ 2221, 6 }
{ 9678, 8 }
{ 5450, 6 }
{ 5827, 7 }
{ 2756, 5 }
{ 9257, 5 }
{ 7476, 7 }
{ 7857, 8 }
{ 3820, 8 }
{ 7061, 8 }
{ 2730, 6 }
{ 6497, 6 }
{ 7253, 7 }
{ 3397, 6 }
{ 2374, 5 }
{ 7636, 8 }
{ 9812, 6 }
{ 8047, 11 }
{ 7171, 5 }
{ 7336, 6 }
{ 1018, 8 }
{ 4087, 11 }
{ 8992, 4 }
{ 9893, 7 }
{ 548, 3 }
{ 9554, 6 }
{ 4488, 4 }
{ 7868, 9 }
{ 2140, 5 }
{ 6222, 6 }
{ 3797, 8 }
{ 2479, 8 }
{ 1662, 8 }
{ 9708, 8 }
{ 2743, 8 }
{ 6174, 6 }
{ 134, 3 }
{ 2375, 6 }
{ 1523, 8 }
{ 7855, 10 }
{ 7250, 6 }
{ 8179, 11 }
{ 6691, 6 }
{ 5609, 8 }
{ 8985, 6 }
{ 2454, 6 }
{ 9134, 8 }
{ 2205, 6 }
{ 5330, 6 }
{ 430, 6 }
{ 4128, 2 }
{ 6256, 5 }
{ 1141, 6 }
{ 7344, 6 }
{ 9702, 8 }
{ 7725, 8 }
{ 3712, 4 }
{ 9751, 7 }
{ 4636, 5 }
{ 6545, 6 }
{ 851, 6 }
{ 6751, 9 }
{ 2622, 7 }
{ 6700, 6 }
{ 8929, 6 }
{ 6982, 7 }
{ 4795, 8 }
{ 9878, 7 }
{ 7455, 9 }
{ 9835, 8 }
{ 3710, 9 }
{ 5707, 7 }
{ 8488, 4 }
{ 867, 6 }
{ 9843, 8 }
{ 6850, 6 }
{ 5116, 9 }
{ 7571, 8 }
{ 2578, 4 }
{ 2770, 6 }
{ 8419, 6 }
{ 4638, 6 }
{ 2148, 4 }
{ 9537, 5 }
{ 4423, 6 }
{ 7347, 8 }
{ 3214, 6 }
{ 436, 5 }
{ 2332, 5 }
{ 8732, 5 }
{ 6374, 7 }
{ 8888, 6 }
{ 7970, 7 }
{ 5003, 7 }
{ 8381, 7 }
{ 245, 6 }
{ 6270, 8 }
{ 8019, 9 }
{ 3940, 7 }
{ 9691, 9 }
{ 5085, 9 }
{ 9621, 7 }
{ 3757, 8 }
{ 9413, 6 }
{ 9181, 9 }
{ 3281, 6 }
{ 6413, 6 }
{ 9754, 6 }
{ 5643, 6 }
{ 8604, 6 }
{ 2341, 5 }
{ 2975, 9 }
{ 3368, 5 }
{ 6293, 6 }
{ 7117, 9 }
{ 9875, 7 }
{ 4724, 6 }
{ 9630, 8 }
{ 9054, 8 }
{ 8205, 4 }
{ 3595, 6 }
{ 4, 1 }
{ 5519, 8 }
{ 6678, 6 }
{ 4122, 4 }
{ 6940, 7 }
{ 6169, 5 }
{ 6334, 8 }
{ 6423, 7 }
{ 2558, 9 }
{ 6223, 7 }
{ 3736, 6 }
{ 6309, 6 }
{ 1229, 6 }
{ 6823, 8 }
{ 3062, 9 }
{ 5950, 9 }
{ 3576, 8 }
{ 8770, 4 }
{ 1060, 3 }
{ 5807, 9 }
{ 8016, 7 }
{ 8407, 7 }
{ 2170, 6 }
{ 8651, 7 }
{ 8071, 9 }
{ 4737, 4 }
{ 981, 7 }
{ 5869, 9 }
{ 5163, 6 }
{ 6963, 8 }
{ 7090, 8 }
{ 4328, 5 }
{ 9876, 6 }
{ 4415, 8 }
{ 3973, 7 }
{ 4450, 5 }
{ 1070, 5 }
{ 6056, 7 }
{ 6534, 6 }
{ 4673, 4 }
{ 7836, 8 }
{ 7664, 8 }
{ 9760, 4 }
{ 1770, 7 }
{ 2674, 6 }
{ 8455, 5 }
{ 1716, 6 }
{ 5274, 6 }
{ 1476, 5 }
{ 1974, 8 }
{ 631, 7 }
{ 8530, 5 }
{ 5299, 7 }
{ 3558, 8 }
{ 2204, 5 }
{ 8627, 7 }
{ 6563, 7 }
{ 8088, 8 }
{ 9759, 8 }
{ 7034, 9 }
{ 7727, 9 }
{ 8726, 5 }
{ 9231, 6 }
{ 9683, 8 }
{ 8259, 4 }
{ 3813, 8 }
{ 2401, 5 }
{ 1530, 8 }
{ 9781, 7 }
{ 9663, 10 }
{ 1882, 7 }
{ 8649, 6 }
{ 6259, 7 }
{ 4287, 8 }
{ 5760, 4 }
{ 7080, 7 }
{ 1783, 9 }
{ 8206, 4 }
{ 7880, 7 }
{ 2377, 5 }
{ 2795, 8 }
{ 286, 5 }
{ 6360, 6 }
{ 6655, 11 }
{ 7508, 7 }
{ 7862, 9 }
{ 2660, 5 }
{ 700, 6 }
{ 1881, 7 }
{ 8621, 7 }
{ 8357, 5 }
{ 3326, 9 }
{ 229, 5 }
{ 8982, 6 }
{ 7436, 6 }
{ 9975, 10 }
{ 4858, 8 }
{ 5728, 5 }
{ 5391, 7 }
{ 5619, 9 }
{ 4219, 7 }
{ 5817, 8 }
{ 258, 2 }
{ 937, 6 }
{ 5162, 5 }
{ 1936, 5 }
{ 8397, 6 }
{ 1338, 6 }
{ 1832, 5 }
{ 1048, 3 }
{ 26, 3 }
{ 5989, 8 }
{ 6565, 7 }
{ 2797, 8 }
{ 5628, 9 }
{ 9634, 6 }
{ 5291, 7 }
{ 8543, 8 }
{ 3245, 7 }
{ 4837, 7 }
{ 1554, 4 }
{ 6030, 8 }
{ 5593, 8 }
{ 7409, 8 }
{ 7492, 6 }
{ 3484, 7 }
{ 1160, 3 }
{ 3648, 4 }
{ 2419, 7 }
{ 5415, 7 }
{ 4400, 4 }
{ 1975, 9 }
{ 412, 5 }
{ 1535, 10 }
{ 3452, 8 }
{ 1901, 8 }
{ 8454, 4 }
{ 8, 1 }
{ 938, 6 }
{ 5636, 4 }
{ 979, 7 }
{ 893, 8 }
{ 9809, 6 }
{ 9542, 6 }
{ 449, 4 }
{ 9206, 9 }
{ 3253, 7 }
{ 4894, 7 }
{ 4708, 5 }
{ 4972, 7 }
{ 7498, 7 }
{ 7617, 7 }
{ 8283, 6 }
{ 3191, 8 }
{ 6325, 7 }
{ 8126, 11 }
{ 9660, 8 }
{ 6492, 7 }
{ 9970, 8 }
{ 2807, 9 }
{ 6891, 9 }
{ 1849, 7 }
{ 4853, 8 }
{ 225, 4 }
{ 3433, 7 }
{ 3800, 7 }
{ 3358, 7 }
{ 1767, 8 }
{ 7044, 6 }
{ 6416, 4 }
{ 5904, 5 }
{ 5346, 6 }
{ 4283, 7 }
{ 3509, 8 }
{ 5350, 7 }
{ 2885, 6 }
{ 677, 5 }
{ 2453, 6 }
{ 68, 2 }
{ 4288, 3 }
{ 2905, 7 }
{ 902, 5 }
{ 2423, 8 }
{ 5766, 6 }
{ 630, 6 }
{ 4997, 6 }
{ 6772, 7 }
{ 4226, 3 }
{ 4508, 6 }
{ 2665, 6 }
{ 5929, 7 }
{ 1762, 6 }
{ 9483, 6 }
{ 4463, 8 }
{ 2610, 5 }
{ 250, 6 }
{ 5744, 6 }
{ 1830, 6 }
{ 6268, 7 }
{ 3384, 6 }
{ 8134, 9 }
{ 5304, 6 }
{ 1247, 8 }
{ 2538, 7 }
{ 4014, 9 }
{ 5880, 8 }
{ 3359, 8 }
{ 4592, 6 }
{ 4811, 7 }
{ 9458, 7 }
{ 7076, 7 }
{ 5607, 9 }
{ 9823, 9 }
{ 2027, 9 }
{ 6346, 6 }
{ 7003, 9 }
{ 6453, 7 }
{ 619, 6 }
{ 508, 7 }
{ 6090, 8 }
{ 9035, 7 }
{ 603, 6 }
{ 1321, 5 }
{ 8633, 7 }
{ 5757, 9 }
{ 5592, 7 }
{ 75, 4 }
{ 7410, 8 }
{ 6589, 9 }
{ 953, 7 }
{ 9357, 6 }
{ 8224, 2 }
{ 4458, 6 }
{ 5751, 9 }
{ 2879, 9 }
{ 3329, 4 }
{ 817, 5 }
