{ 20, "00000000000000000000000000010100" }
{ -9025, "11111111111111111101110010111111" }
{ 6030, "00000000000000000001011110001110" }
{ -133, "11111111111111111111111101111011" }
{ -2223, "11111111111111111111011101010001" }
{ -7176, "11111111111111111110001111111000" }
{ 3066, "00000000000000000000101111111010" }
{ -4817, "11111111111111111110110100101111" }
{ 4010, "00000000000000000000111110101010" }
{ -775, "11111111111111111111110011111001" }
{ 8377, "00000000000000000010000010111001" }
{ 4913, "00000000000000000001001100110001" }
{ 5882, "00000000000000000001011011111010" }
{ 4734, "00000000000000000001001001111110" }
{ 3700, "00000000000000000000111001110100" }
{ -8236, "11111111111111111101111111010100" }
{ 4555, "00000000000000000001000111001011" }
{ -7460, "11111111111111111110001011011100" }
{ 9486, "00000000000000000010010100001110" }
{ -8583, "11111111111111111101111001111001" }
{ -5439, "11111111111111111110101011000001" }
{ 8885, "00000000000000000010001010110101" }
{ 1063, "00000000000000000000010000100111" }
{ -2574, "11111111111111111111010111110010" }
{ 5172, "00000000000000000001010000110100" }
{ -9781, "11111111111111111101100111001011" }
{ -2561, "11111111111111111111010111111111" }
{ -781, "11111111111111111111110011110011" }
{ -6823, "11111111111111111110010101011001" }
{ 9198, "00000000000000000010001111101110" }
{ -6847, "11111111111111111110010101000001" }
{ -1727, "11111111111111111111100101000001" }
{ -6792, "11111111111111111110010101111000" }
{ 5415, "00000000000000000001010100100111" }
{ -4588, "11111111111111111110111000010100" }
{ 6675, "00000000000000000001101000010011" }
{ 7242, "00000000000000000001110001001010" }
{ 6605, "00000000000000000001100111001101" }
{ -786, "11111111111111111111110011101110" }
{ 1777, "00000000000000000000011011110001" }
{ -971, "11111111111111111111110000110101" }
{ -6199, "11111111111111111110011111001001" }
{ 1431, "00000000000000000000010110010111" }
{ 1479, "00000000000000000000010111000111" }
{ 1626, "00000000000000000000011001011010" }
{ -1173, "11111111111111111111101101101011" }
{ -6131, "11111111111111111110100000001101" }
{ 2859, "00000000000000000000101100101011" }
{ 7512, "00000000000000000001110101011000" }
{ -9662, "11111111111111111101101001000010" }
{ -8354, "11111111111111111101111101011110" }
{ -7967, "11111111111111111110000011100001" }
{ 33, "00000000000000000000000000100001" }
{ 8388, "00000000000000000010000011000100" }
{ -9798, "11111111111111111101100110111010" }
{ 2051, "00000000000000000000100000000011" }
{ 6558, "00000000000000000001100110011110" }
{ -9805, "11111111111111111101100110110011" }
{ -3890, "11111111111111111111000011001110" }
{ -5716, "11111111111111111110100110101100" }
{ -464, "11111111111111111111111000110000" }
{ -9513, "11111111111111111101101011010111" }
{ 8104, "00000000000000000001111110101000" }
{ -255, "11111111111111111111111100000001" }
{ 7900, "00000000000000000001111011011100" }
{ 4561, "00000000000000000001000111010001" }
{ -4290, "11111111111111111110111100111110" }
{ -1786, "11111111111111111111100100000110" }
{ -4343, "11111111111111111110111100001001" }
{ 4219, "00000000000000000001000001111011" }
{ 3799, "00000000000000000000111011010111" }
{ -4950, "11111111111111111110110010101010" }
{ 5406, "00000000000000000001010100011110" }
{ 350, "00000000000000000000000101011110" }
{ 4244, "00000000000000000001000010010100" }
{ -2200, "11111111111111111111011101101000" }
{ 4684, "00000000000000000001001001001100" }
{ 857, "00000000000000000000001101011001" }
{ -128, "11111111111111111111111110000000" }
{ -5932, "11111111111111111110100011010100" }
{ -3326, "11111111111111111111001100000010" }
{ 9175, "00000000000000000010001111010111" }
{ -5399, "11111111111111111110101011101001" }
{ -1569, "11111111111111111111100111011111" }
{ 2532, "00000000000000000000100111100100" }
{ 5093, "00000000000000000001001111100101" }
{ 9483, "00000000000000000010010100001011" }
{ -246, "11111111111111111111111100001010" }
{ 6040, "00000000000000000001011110011000" }
{ 3017, "00000000000000000000101111001001" }
{ 272, "00000000000000000000000100010000" }
{ -2579, "11111111111111111111010111101101" }
{ -8790, "11111111111111111101110110101010" }
{ -4498, "11111111111111111110111001101110" }
{ 1638, "00000000000000000000011001100110" }
{ -3320, "11111111111111111111001100001000" }
{ 998, "00000000000000000000001111100110" }
{ -6756, "11111111111111111110010110011100" }
{ 3102, "00000000000000000000110000011110" }
{ -7867, "11111111111111111110000101000101" }
{ -8313, "11111111111111111101111110000111" }
{ 9990, "00000000000000000010011100000110" }
{ 3632, "00000000000000000000111000110000" }
{ -599, "11111111111111111111110110101001" }
{ -7446, "11111111111111111110001011101010" }
{ 2692, "00000000000000000000101010000100" }
{ 5473, "00000000000000000001010101100001" }
{ 6934, "00000000000000000001101100010110" }
{ -8631, "11111111111111111101111001001001" }
{ -3537, "11111111111111111111001000101111" }
{ 3526, "00000000000000000000110111000110" }
{ 7159, "00000000000000000001101111110111" }
{ -439, "11111111111111111111111001001001" }
{ 803, "00000000000000000000001100100011" }
{ -1345, "11111111111111111111101010111111" }
{ 1094, "00000000000000000000010001000110" }
{ 8333, "00000000000000000010000010001101" }
{ 3934, "00000000000000000000111101011110" }
{ -6228, "11111111111111111110011110101100" }
{ -6676, "11111111111111111110010111101100" }
{ 8578, "00000000000000000010000110000010" }
{ -8547, "11111111111111111101111010011101" }
{ 3173, "00000000000000000000110001100101" }
{ -8850, "11111111111111111101110101101110" }
{ -4802, "11111111111111111110110100111110" }
{ 7476, "00000000000000000001110100110100" }
{ -2450, "11111111111111111111011001101110" }
{ 7291, "00000000000000000001110001111011" }
{ -1766, "11111111111111111111100100011010" }
{ -6374, "11111111111111111110011100011010" }
{ 6499, "00000000000000000001100101100011" }
{ 4534, "00000000000000000001000110110110" }
{ 5963, "00000000000000000001011101001011" }
{ -8657, "11111111111111111101111000101111" }
{ -4254, "11111111111111111110111101100010" }
{ -1149, "11111111111111111111101110000011" }
{ -5367, "11111111111111111110101100001001" }
{ 8536, "00000000000000000010000101011000" }
{ -8325, "11111111111111111101111101111011" }
{ -865, "11111111111111111111110010011111" }
{ 392, "00000000000000000000000110001000" }
{ -2938, "11111111111111111111010010000110" }
{ 9526, "00000000000000000010010100110110" }
{ -9464, "11111111111111111101101100001000" }
{ 4504, "00000000000000000001000110011000" }
{ 1233, "00000000000000000000010011010001" }
{ 8198, "00000000000000000010000000000110" }
{ -8335, "11111111111111111101111101110001" }
{ -1846, "11111111111111111111100011001010" }
{ 8767, "00000000000000000010001000111111" }
{ 5805, "00000000000000000001011010101101" }
{ 2685, "00000000000000000000101001111101" }
{ -2299, "11111111111111111111011100000101" }
{ 4624, "00000000000000000001001000010000" }
{ 8398, "00000000000000000010000011001110" }
{ -6589, "11111111111111111110011001000011" }
{ -6169, "11111111111111111110011111100111" }
{ 3753, "00000000000000000000111010101001" }
{ -5872, "11111111111111111110100100010000" }
{ 3044, "00000000000000000000101111100100" }
{ -109, "11111111111111111111111110010011" }
{ 9925, "00000000000000000010011011000101" }
{ -9274, "11111111111111111101101111000110" }
{ 3230, "00000000000000000000110010011110" }
{ -9124, "11111111111111111101110001011100" }
{ 6189, "00000000000000000001100000101101" }
{ 8137, "00000000000000000001111111001001" }
{ 2191, "00000000000000000000100010001111" }
{ 3810, "00000000000000000000111011100010" }
{ 8666, "00000000000000000010000111011010" }
{ 9994, "00000000000000000010011100001010" }
{ -7785, "11111111111111111110000110010111" }
{ -6625, "11111111111111111110011000011111" }
{ 7993, "00000000000000000001111100111001" }
{ -6597, "11111111111111111110011000111011" }
{ -4589, "11111111111111111110111000010011" }
{ -3417, "11111111111111111111001010100111" }
{ 3833, "00000000000000000000111011111001" }
{ 18, "00000000000000000000000000010010" }
{ 8287, "00000000000000000010000001011111" }
{ 9292, "00000000000000000010010001001100" }
{ 968, "00000000000000000000001111001000" }
{ -9432, "11111111111111111101101100101000" }
{ -6306, "11111111111111111110011101011110" }
{ -1426, "11111111111111111111101001101110" }
{ 8468, "00000000000000000010000100010100" }
{ -1852, "11111111111111111111100011000100" }
{ -2404, "11111111111111111111011010011100" }
{ -4465, "11111111111111111110111010001111" }
{ 8363, "00000000000000000010000010101011" }
{ -6806, "11111111111111111110010101101010" }
{ -959, "11111111111111111111110001000001" }
{ -9800, "11111111111111111101100110111000" }
{ -7650, "11111111111111111110001000011110" }
{ -8958, "11111111111111111101110100000010" }
{ -4360, "11111111111111111110111011111000" }
{ -4433, "11111111111111111110111010101111" }
{ 795, "00000000000000000000001100011011" }
{ -132, "11111111111111111111111101111100" }
{ -2108, "11111111111111111111011111000100" }
{ -2077, "11111111111111111111011111100011" }
{ -1342, "11111111111111111111101011000010" }
{ 5984, "00000000000000000001011101100000" }
{ 253, "00000000000000000000000011111101" }
{ -8761, "11111111111111111101110111000111" }
{ 2871, "00000000000000000000101100110111" }
{ 7755, "00000000000000000001111001001011" }
{ 3079, "00000000000000000000110000000111" }
{ 5812, "00000000000000000001011010110100" }
{ -9760, "11111111111111111101100111100000" }
{ 4333, "00000000000000000001000011101101" }
{ 3091, "00000000000000000000110000010011" }
{ 1981, "00000000000000000000011110111101" }
{ 926, "00000000000000000000001110011110" }
{ -6915, "11111111111111111110010011111101" }
{ -4561, "11111111111111111110111000101111" }
{ 8992, "00000000000000000010001100100000" }
{ -6830, "11111111111111111110010101010010" }
{ 7397, "00000000000000000001110011100101" }
{ 2927, "00000000000000000000101101101111" }
{ -1765, "11111111111111111111100100011011" }
{ -224, "11111111111111111111111100100000" }
{ 4465, "00000000000000000001000101110001" }
{ 3605, "00000000000000000000111000010101" }
{ 9001, "00000000000000000010001100101001" }
{ -5490, "11111111111111111110101010001110" }
{ 9669, "00000000000000000010010111000101" }
{ -5407, "11111111111111111110101011100001" }
{ 846, "00000000000000000000001101001110" }
{ 3425, "00000000000000000000110101100001" }
{ 8642, "00000000000000000010000111000010" }
{ -1767, "11111111111111111111100100011001" }
{ -275, "11111111111111111111111011101101" }
{ 4781, "00000000000000000001001010101101" }
{ -1406, "11111111111111111111101010000010" }
{ 8620, "00000000000000000010000110101100" }
{ -3645, "11111111111111111111000111000011" }
{ 5701, "00000000000000000001011001000101" }
{ -8679, "11111111111111111101111000011001" }
{ -7588, "11111111111111111110001001011100" }
{ -6055, "11111111111111111110100001011001" }
{ -2611, "11111111111111111111010111001101" }
{ -962, "11111111111111111111110000111110" }
{ 9595, "00000000000000000010010101111011" }
{ 1835, "00000000000000000000011100101011" }
{ -3586, "11111111111111111111000111111110" }
{ -4874, "11111111111111111110110011110110" }
{ -381, "11111111111111111111111010000011" }
{ -2719, "11111111111111111111010101100001" }
{ -1451, "11111111111111111111101001010101" }
{ 1884, "00000000000000000000011101011100" }
{ -5413, "11111111111111111110101011011011" }
{ -9852, "11111111111111111101100110000100" }
{ -2379, "11111111111111111111011010110101" }
{ -4307, "11111111111111111110111100101101" }
{ -9053, "11111111111111111101110010100011" }
{ 5313, "00000000000000000001010011000001" }
{ -3619, "11111111111111111111000111011101" }
{ -624, "11111111111111111111110110010000" }
{ 3137, "00000000000000000000110001000001" }
{ 9691, "00000000000000000010010111011011" }
{ -9922, "11111111111111111101100100111110" }
{ 9071, "00000000000000000010001101101111" }
{ -1337, "11111111111111111111101011000111" }
{ -2967, "11111111111111111111010001101001" }
{ 6773, "00000000000000000001101001110101" }
{ 1671, "00000000000000000000011010000111" }
{ -6434, "11111111111111111110011011011110" }
{ -7196, "11111111111111111110001111100100" }
{ 8803, "00000000000000000010001001100011" }
{ 1739, "00000000000000000000011011001011" }
{ -8948, "11111111111111111101110100001100" }
{ 5855, "00000000000000000001011011011111" }
{ 7425, "00000000000000000001110100000001" }
{ -1092, "11111111111111111111101110111100" }
{ -9056, "11111111111111111101110010100000" }
{ 4832, "00000000000000000001001011100000" }
{ -2921, "11111111111111111111010010010111" }
{ 5778, "00000000000000000001011010010010" }
{ 3702, "00000000000000000000111001110110" }
{ -7192, "11111111111111111110001111101000" }
{ -2629, "11111111111111111111010110111011" }
{ -6523, "11111111111111111110011010000101" }
{ 7209, "00000000000000000001110000101001" }
{ 8002, "00000000000000000001111101000010" }
{ 9187, "00000000000000000010001111100011" }
{ 3889, "00000000000000000000111100110001" }
{ 9088, "00000000000000000010001110000000" }
{ 2002, "00000000000000000000011111010010" }
{ 8055, "00000000000000000001111101110111" }
{ -7134, "11111111111111111110010000100010" }
{ -7833, "11111111111111111110000101100111" }
{ -6150, "11111111111111111110011111111010" }
{ -2933, "11111111111111111111010010001011" }
{ -1721, "11111111111111111111100101000111" }
{ 5403, "00000000000000000001010100011011" }
{ 2378, "00000000000000000000100101001010" }
{ -1495, "11111111111111111111101000101001" }
{ -637, "11111111111111111111110110000011" }
{ -8919, "11111111111111111101110100101001" }
{ -1449, "11111111111111111111101001010111" }
{ -2786, "11111111111111111111010100011110" }
{ 9076, "00000000000000000010001101110100" }
{ -2899, "11111111111111111111010010101101" }
{ -9611, "11111111111111111101101001110101" }
{ -6135, "11111111111111111110100000001001" }
{ -5543, "11111111111111111110101001011001" }
{ 7893, "00000000000000000001111011010101" }
{ 3604, "00000000000000000000111000010100" }
{ 7699, "00000000000000000001111000010011" }
{ 303, "00000000000000000000000100101111" }
{ 9601, "00000000000000000010010110000001" }
{ -3312, "11111111111111111111001100010000" }
