[1, 3, 5, 7], 15, 3
[1, 3, 5, 7], 18, 4
[2, 4, 6, 8], 15, -1
[ 7 3 10 9 7 8 ], 31, 4
[ 10 3 7 8 7 9 ], 33, 4
[ 7 4 2 5 6 4 5 1 1 1 ], 24, 4
[ 6 1 1 7 4 3 ], 14, 2
[ 1 2 3 4 2 ], 8, 2
[ 4 3 6 1 1 7 ], 3, 1
[ 3 1 2 4 ], 8, 2
[ 3 4 3 1 3 1 7 4 2 2 ], 11, 2
[ 1 2 1 2 3 3 ], 5, 2
[ 3 4 7 3 1 3 1 4 2 2 ], 20, 4
[ 7 4 2 2 3 4 3 1 3 1 ], 13, 3
[ 3 3 1 2 1 2 ], 11, 4
[ 3 1 2 ], 2, 1
[ 7 8 3 10 9 7 8 ], 34, 4
[ 1 4 9 2 3 1 ], 16, 3
[ 2 3 1 1 4 1 ], 10, 3
[ 3 2 3 1 4 1 ], 7, 2
[ 1 1 1 1 8 1 1 1 1 1 1 ], 3, 3
[ 1 2 1 2 2 1 1 1 1 ], 2, 1
[ 3 5 2 4 ], 9, 2
[ 1 1 7 7 1 9 9 1 ], 1, 1
[ 1 3 3 3 2 ], 7, 3
[ 1 2 1 4 4 ], 2, 1
[ 1 7 6 6 5 4 3 2 ], 33, 5
[ 1 1 2 2 3 1 ], 5, 2
[ 1 1 2 1 1 2 ], 4, 2
[ 1 9 7 9 7 9 8 ], 14, 2
[ 1 1 1 1 1 1 2 4 ], 6, 2
[ 1 1 1 4 1 2 ], 9, 3
[ 1 1 3 5 7 3 5 9 ], 23, 3
[ 1 1 2 2 2 4 2 3 7 ], 14, 2
[ 1 1 1 2 2 1 2 ], 1, 1
[ 1 3 4 ], 1, 1
[ 1 3 6 7 9 10 ], 32, 4
[ 1 1 4 6 1 2 4 1 2 4 ], 17, 4
[ 1 1 1 1 5 5 5 5 1 1 ], 2, 2
[ 1 6 8 10 1 2 4 4 6 8 ], 18, 2
[ 1 7 9 1 4 8 ], 4, 1
[ 1 1 1 1 3 1 ], 4, 2
[ 1 8 9 1 1 5 1 3 3 4 ], 32, 4
[ 1 1 1 8 1 1 4 1 2 2 ], 8, 1
[ 1 1 1 2 1 1 1 4 ], 7, 3
[ 1 2 2 1 1 2 1 2 2 1 1 ], 7, 4
[ 1 3 6 7 8 10 12 15 18 ], 46, 3
[ 1 1 1 4 1 5 1 5 4 1 ], 7, 3
[ 1 1 1 4 4 1 ], 10, 4
[ 6 5 1 ], 11, 2
[ 1 2 1 3 3 1 1 1 5 ], 3, 1
[ 1 5 1 1 5 1 1 1 8 ], 18, 3
[ 1 2 2 1 1 7 ], 12, 4
[ 1 8 7 ], 7, 1
[ 1 1 1 2 3 1 1 ], 8, 3
[ 1 1 4 4 1 1 1 1 2 ], 10, 3
[ 1 1 2 6 10 18 ], 20, 2
[ 1 2 8 10 15 16 30 32 ], 97, 4
[ 1 2 3 6 18 22 ], 7, 2
[ 1 5 8 9 11 12 ], 26, 3
[ 1 2 4 5 7 8 9 ], 22, 3
[ 1 1 2 4 5 7 8 ], 19, 3
[ 1 3 5 7 8 9 15 ], 24, 2
[ 1 1 3 5 7 8 9 ], 12, 2
[ 1 2 1 1 1 ], 3, 2
[ 1 1 6 1 3 ], 1, 1
[ 1 6 1 2 1 1 ], 2, 1
[ 1 5 1 1 1 1 1 1 ], 4, 4
[ 1 1 1 4 3 ], 3, 1
[ 1 1 2 3 3 5 3 4 ], 3, 1
[ 1 1 1 2 2 5 2 4 ], 4, 1
[ 1 1 2 2 2 2 3 7 ], 17, 3
[ 1 4 3 3 1 4 ], 9, 3
[ 1 1 3 3 1 8 6 1 ], 5, 3
[ 5 1 2 1 6 5 4 ], 4, 1
[ 1 1 1 2 1 1 1 8 ], 6, 3
[ 1 2 1 1 3 ], 1, 1
[ 3 8 6 7 5 9 ], 14, 2
[ 3 5 6 9 8 7 ], 17, 2
[ 3 5 7 6 8 9 ], 12, 2
[ 1 3 5 5 6 8 ], 6, 1
[ 3 5 6 7 8 9 ], 9, 1
[ 1 3 5 6 7 8 ], 27, 4
[ 9 5 6 7 8 3 ], 16, 2
[ 1 1 2 3 3 ], 8, 3
[ 10 8 7 3 7 9 ], 30, 3
[ 8 9 7 3 7 10 ], 26, 3
[ 1 1 9 7 3 7 ], 27, 3
[ 1 1 1 2 3 3 3 4 ], 7, 2
[ 1 1 1 3 ], 3, 1
[ 1 4 1 1 1 ], 2, 2
[ 1 1 1 1 2 4 ], 6, 2
[ 1 1 5 5 5 1 1 5 ], 17, 5
[ 4 2 6 8 1 9 ], 19, 3
[ 1 4 1 1 8 1 ], 11, 4
[ 5 2 4 1 9 5 1 3 ], 28, 4
[ 1 2 2 1 1 9 5 5 ], 8, 3
[ 1 2 1 1 1 1 3 1 4 1 ], 12, 3
[ 1 1 7 7 5 3 ], 21, 3
[ 1 2 2 1 1 1 1 1 ], 7, 4
[ 1 2 1 4 1 1 5 5 ], 2, 1
[ 2 7 4 1 9 5 1 3 ], 29, 4
[ 1 2 1 4 1 1 5 1 ], 4, 1
[ 8 8 7 2 5 3 1 ], 6, 2
[ 1 1 4 4 ], 8, 2
[ 3 5 1 2 1 ], 3, 1
[ 2 6 4 3 1 ], 12, 2
[ 1 1 6 3 1 6 6 ], 9, 2
[ 2 3 5 1 1 4 ], 11, 3
[ 4 1 7 1 2 3 ], 13, 3
[ 1 3 1 1 2 ], 7, 3
[ 2 1 1 1 3 ], 2, 1
[ 6 4 2 3 2 3 ], 12, 2
[ 6 2 4 3 4 1 ], 1, 1
[ 9 7 8 7 3 8 10 ], 49, 5
[ 4 2 3 5 1 1 4 ], 14, 3
[ 1 1 4 9 2 3 ], 3, 1
[ 1 1 1 1 9 9 ], 4, 4
[ 1 2 3 1 1 4 ], 6, 2
[ 1 1 1 3 3 1 ], 9, 3
[ 1 2 1 3 2 1 ], 6, 2
[ 3 1 2 3 1 4 ], 10, 3
[ 1 3 3 1 3 1 ], 5, 3
[ 1 1 3 1 1 3 6 ], 14, 4
[ 1 2 3 7 5 6 6 4 8 ], 24, 3
[ 1 1 1 1 7 7 7 6 1 ], 8, 2
[ 1 1 3 1 7 1 7 6 1 ], 16, 3
[ 1 1 1 1 1 8 1 1 1 1 1 ], 4, 4
[ 1 1 1 6 5 1 9 9 9 ], 18, 2
[ 1 1 6 6 2 2 ], 13, 3
[ 1 1 20 20 ], 40, 2
[ 1 2 1 1 3 1 1 ], 3, 1
[ 1 10 8 6 5 4 ], 14, 2
[ 3 4 5 5 6 7 ], 20, 3
[ 3 4 5 6 5 6 7 7 8 9 ], 50, 6
[ 4 2 1 2 1 2 ], 2, 1
[ 1 4 2 4 2 1 ], 6, 2
[ 10 8 6 5 10 8 7 6 5 3 ], 36, 4
[ 6 8 10 12 2 4 6 6 8 10 ], 66, 6
[ 1 1 1 1 12 12 12 12 12 12 ], 60, 5
[ 1 6 6 4 1 6 ], 4, 1
[ 8 9 10 7 5 6 3 7 4 5 ], 50, 5
[ 6 2 4 ], 8, 2
[ 1 6 4 2 1 2 ], 6, 1
[ 7 1 4 2 5 9 7 2 1 4 ], 13, 2
[ 1 7 7 4 7 1 9 7 2 7 ], 1, 1
[ 1 12 10 1 16 6 16 12 12 10 ], 54, 4
[ 10 8 6 6 4 2 ], 6, 1
[ 12 4 8 ], 8, 1
[ 1 2 3 5 7 8 10 9 11 12 ], 42, 4
[ 1 2 1 1 3 2 1 1 ], 1, 1
[ 1 1 1 5 5 4 3 3 3 ], 19, 4
[ 1 1 1 1 2 1 1 1 2 2 2 1 ], 13, 7
[ 1 1 2 1 1 2 1 2 1 ], 6, 3
[ 1 1 1 5 5 5 3 1 ], 4, 2
[ 1 1 5 5 1 7 ], 15, 3
[ 1 3 5 4 2 3 1 1 ], 16, 4
[ 1 1 3 1 4 2 2 2 ], 3, 1
[2, 6, 1, 9, 7, 3, 1, 4, 1, 10], 28, 3

