[1, 3, 5, 7], 8, 6
[1, 2, 3], 4, 4
[ 1 2 3 1 1 1 1 ], 2, 16
[ 1 2 3 1 1 ], 5, 41
[ 6 2 3 4 3 ], 11, 12
[ 6 2 1 5 4 ], 7, 9
[ 3 4 3 1 3 1 7 4 2 ], 23, 11761
[ 7 5 1 8 2 3 ], 16, 87
[ 2 1 6 5 8 7 5 1 1 ], 9, 192
[ 2 4 6 4 3 1 ], 14, 104
[ 5 1 2 1 6 4 5 ], 23, 1898
[ 3 2 4 1 ], 5, 6
[ 1 4 2 3 2 ], 11, 66
[ 7 3 10 9 7 8 ], 31, 31
[ 10 3 7 8 7 9 ], 33, 36
[ 7 4 2 5 6 4 5 1 1 1 ], 24, 24369
[ 6 1 1 7 4 3 ], 14, 138
[ 1 2 3 4 2 ], 8, 32
[ 4 3 6 1 1 7 ], 3, 5
[ 3 1 2 4 ], 8, 15
[ 3 4 3 1 3 1 7 4 2 2 ], 11, 690
[ 1 2 1 2 3 3 ], 5, 30
[ 3 4 7 3 1 3 1 4 2 2 ], 20, 13230
[ 7 4 2 2 3 4 3 1 3 1 ], 13, 1470
[ 3 3 1 2 1 2 ], 11, 302
[ 3 1 2 ], 2, 2
[ 7 8 3 10 9 7 8 ], 34, 66
[ 1 4 9 2 3 1 ], 16, 397
[ 2 3 1 1 4 1 ], 10, 327
[ 3 2 3 1 4 1 ], 7, 52
[ 1 1 1 1 8 1 1 1 1 1 1 ], 3, 220
[ 1 2 1 2 2 1 1 1 1 ], 2, 24
[ 3 5 2 4 ], 9, 5
[ 1 1 7 7 1 9 9 1 ], 1, 4
[ 1 3 3 3 2 ], 7, 19
[ 1 2 1 4 4 ], 2, 4
[ 1 7 6 6 5 4 3 2 ], 33, 4511
[ 1 1 2 2 3 1 ], 5, 58
[ 1 1 2 1 1 2 ], 4, 58
[ 1 9 7 9 7 9 8 ], 14, 10
[ 1 1 1 1 1 1 2 4 ], 6, 632
[ 1 1 1 4 1 2 ], 9, 504
[ 1 1 3 5 7 3 5 9 ], 23, 1819
[ 1 1 2 2 2 4 2 3 7 ], 14, 2760
[ 1 1 1 2 2 1 2 ], 1, 4
[ 1 3 4 ], 1, 1
[ 1 3 6 7 9 10 ], 32, 206
[ 1 1 4 6 1 2 4 1 2 4 ], 17, 25116
[ 1 1 1 1 5 5 5 5 1 1 ], 2, 21
[ 1 6 8 10 1 2 4 4 6 8 ], 18, 1028
[ 1 7 9 1 4 8 ], 4, 6
[ 1 1 1 1 3 1 ], 4, 75
[ 1 8 9 1 1 5 1 3 3 4 ], 32, 319767
[ 1 1 1 8 1 1 4 1 2 2 ], 8, 2851
[ 1 1 1 2 1 1 1 4 ], 7, 1168
[ 1 2 2 1 1 2 1 2 2 1 1 ], 7, 3102
[ 1 3 6 7 8 10 12 15 18 ], 46, 1652
[ 1 1 1 4 1 5 1 5 4 1 ], 7, 946
[ 1 1 1 4 4 1 ], 10, 484
[ 6 5 1 ], 11, 5
[ 1 2 1 3 3 1 1 1 5 ], 3, 42
[ 1 5 1 1 5 1 1 1 8 ], 18, 58401
[ 1 2 2 1 1 7 ], 12, 638
[ 1 8 7 ], 7, 2
[ 1 1 1 2 3 1 1 ], 8, 973
[ 1 1 4 4 1 1 1 1 2 ], 10, 6186
[ 1 1 2 6 10 18 ], 20, 264
[ 1 2 8 10 15 16 30 32 ], 97, 9002
[ 1 2 3 6 18 22 ], 7, 9
[ 1 5 8 9 11 12 ], 26, 42
[ 1 2 4 5 7 8 9 ], 22, 232
[ 1 1 2 4 5 7 8 ], 19, 659
[ 1 3 5 7 8 9 15 ], 24, 116
[ 1 1 3 5 7 8 9 ], 12, 75
[ 1 2 1 1 1 ], 3, 24
[ 1 1 6 1 3 ], 1, 3
[ 1 6 1 2 1 1 ], 2, 11
[ 1 5 1 1 1 1 1 1 ], 4, 210
[ 1 1 1 4 3 ], 3, 11
[ 1 1 2 3 3 5 3 4 ], 3, 9
[ 1 1 1 2 2 5 2 4 ], 4, 40
[ 1 1 2 2 2 2 3 7 ], 17, 5095
[ 1 4 3 3 1 4 ], 9, 70
[ 1 1 3 3 1 8 6 1 ], 5, 76
[ 5 1 2 1 6 5 4 ], 4, 10
[ 1 1 1 2 1 1 1 8 ], 6, 610
[ 1 2 1 1 3 ], 1, 3
[ 3 8 6 7 5 9 ], 14, 6
[ 3 5 6 9 8 7 ], 17, 9
[ 3 5 7 6 8 9 ], 12, 5
[ 1 3 5 5 6 8 ], 6, 6
[ 3 5 6 7 8 9 ], 9, 3
[ 1 3 5 6 7 8 ], 27, 198
[ 9 5 6 7 8 3 ], 16, 7
[ 1 1 2 3 3 ], 8, 61
[ 10 8 7 3 7 9 ], 30, 28
[ 8 9 7 3 7 10 ], 26, 17
[ 1 1 9 7 3 7 ], 27, 661
[ 1 1 1 2 3 3 3 4 ], 7, 170
[ 1 1 1 3 ], 3, 11
[ 1 4 1 1 1 ], 2, 10
[ 1 1 1 1 2 4 ], 6, 141
[ 1 1 5 5 5 1 1 5 ], 17, 4360
[ 4 2 6 8 1 9 ], 19, 90
[ 1 4 1 1 8 1 ], 11, 524
[ 5 2 4 1 9 5 1 3 ], 28, 8518
[ 1 2 2 1 1 9 5 5 ], 8, 207
[ 1 2 1 1 1 1 3 1 4 1 ], 12, 44262
[ 1 1 7 7 5 3 ], 21, 399
[ 1 2 2 1 1 1 1 1 ], 7, 1488
[ 1 2 1 4 1 1 5 5 ], 2, 11
[ 2 7 4 1 9 5 1 3 ], 29, 8297
[ 1 2 1 4 1 1 5 1 ], 4, 87
[ 8 8 7 2 5 3 1 ], 6, 8
[ 1 1 4 4 ], 8, 22
[ 3 5 1 2 1 ], 3, 7
[ 2 6 4 3 1 ], 12, 44
[ 1 1 6 3 1 6 6 ], 9, 127
[ 2 3 5 1 1 4 ], 11, 150
[ 4 1 7 1 2 3 ], 13, 221
[ 1 3 1 1 2 ], 7, 95
[ 2 1 1 1 3 ], 2, 7
[ 6 4 2 3 2 3 ], 12, 49
[ 6 2 4 3 4 1 ], 1, 1
[ 9 7 8 7 3 8 10 ], 49, 266
[ 4 2 3 5 1 1 4 ], 14, 470
[ 1 1 4 9 2 3 ], 3, 7
[ 1 1 1 1 9 9 ], 4, 35
[ 1 2 3 1 1 4 ], 6, 71
[ 1 1 1 3 3 1 ], 9, 452
[ 1 2 1 3 2 1 ], 6, 97
[ 3 1 2 3 1 4 ], 10, 146
[ 1 3 3 1 3 1 ], 5, 39
[ 1 1 3 1 1 3 6 ], 14, 2494
[ 1 2 3 7 5 6 6 4 8 ], 24, 1289
[ 1 1 1 1 7 7 7 6 1 ], 8, 525
[ 1 1 3 1 7 1 7 6 1 ], 16, 12151
[ 1 1 1 1 1 8 1 1 1 1 1 ], 4, 715
[ 1 1 1 6 5 1 9 9 9 ], 18, 3580
[ 1 1 6 6 2 2 ], 13, 254
[ 1 1 20 20 ], 40, 86
[ 1 2 1 1 3 1 1 ], 3, 41
[ 1 10 8 6 5 4 ], 14, 20
[ 3 4 5 5 6 7 ], 20, 32
[ 3 4 5 6 5 6 7 7 8 9 ], 50, 8028
[ 4 2 1 2 1 2 ], 2, 6
[ 1 4 2 4 2 1 ], 6, 40
[ 10 8 6 5 10 8 7 6 5 3 ], 36, 672
[ 6 8 10 12 2 4 6 6 8 10 ], 66, 41504
[ 1 1 1 1 12 12 12 12 12 12 ], 60, 577962
[ 1 6 6 4 1 6 ], 4, 6
[ 8 9 10 7 5 6 3 7 4 5 ], 50, 5893
[ 6 2 4 ], 8, 4
[ 1 6 4 2 1 2 ], 6, 36
[ 7 1 4 2 5 9 7 2 1 4 ], 13, 570
[ 1 7 7 4 7 1 9 7 2 7 ], 1, 2
[ 1 12 10 1 16 6 16 12 12 10 ], 54, 8629
[ 10 8 6 6 4 2 ], 6, 4
[ 12 4 8 ], 8, 2
[ 1 2 3 5 7 8 10 9 11 12 ], 42, 8392
[ 1 2 1 1 3 2 1 1 ], 1, 5
[ 1 1 1 5 5 4 3 3 3 ], 19, 8028
[ 1 1 1 1 2 1 1 1 2 2 2 1 ], 13, 422968
[ 1 1 2 1 1 2 1 2 1 ], 6, 976
[ 1 1 1 5 5 5 3 1 ], 4, 39
[ 1 1 5 5 1 7 ], 15, 403
[ 1 3 5 4 2 3 1 1 ], 16, 3704
[ 1 1 3 1 4 2 2 2 ], 3, 20
[ 2 6 1 9 7 3 1 4 1 10 ], 28, 40437
[ 1 1 6 1 9 7 3 7 4 1 ], 34, 260377
[ 1 1 5 5 1 1 7 6 6 4 1 ], 31, 788786
[ 1 2 1 4 3 3 ], 1, 2
[ 3 5 8 4 5 9 10 8 5 3 4 ], 4, 2
[ 1 1 1 1 2 1 6 5 4 ], 16, 21799
[ 1 1 8 7 7 7 5 5 3 3 3 ], 16, 960
[ 1 1 1 1 5 5 6 ], 16, 2401
[ 1 1 1 1 2 2 5 5 ], 2, 12
[ 2 8 7 2 2 5 2 3 1 2 2 ], 18, 11154
[ 1 1 8 7 7 7 5 5 3 1 1 ], 38, 714777
[ 1 1 9 10 1 1 1 1 5 ], 10, 3263
[ 2 7 9 5 1 3 5 ], 15, 100
[ 1 1 6 6 5 6 5 3 3 ], 23, 3130
[ 3 4 7 3 1 2 1 4 2 1 ], 7, 226
[ 1 3 1 7 7 1 7 7 4 2 ], 26, 31247
[ 1 4 7 3 1 2 1 4 2 1 ], 7, 429
[ 1 1 1 7 7 1 7 7 4 2 ], 35, 442192
[ 1 1 1 3 2 ], 4, 25
[ 10 3 5 6 2 ], 12, 9
[ 1 10 3 5 3 ], 7, 7
[ 1 4 4 2 1 ], 8, 46
[ 1 2 1 2 1 1 ], 7, 308
[ 1 6 6 5 1 10 1 ], 2, 6
[ 2 1 8 1 2 4 ], 15, 448
[ 6 4 5 8 10 1 8 ], 7, 4
[ 1 1 4 1 8 8 1 ], 14, 1248
[ 7 1 4 2 5 1 6 4 1 5 ], 22, 15178
[ 6 1 4 3 1 7 ], 7, 23
[ 1 6 1 6 3 1 ], 16, 672
[ 1 6 4 2 1 ], 4, 10
[ 1 1 6 4 4 ], 7, 18
[ 6 2 3 4 1 ], 10, 28
[ 2 2 1 2 1 6 10 6 4 8 ], 37, 172276
[ 1 1 1 1 4 4 2 1 1 ], 2, 22
[ 8 7 3 5 6 2 3 4 2 ], 15, 143
[ 1 1 3 3 1 7 ], 14, 601
[ 2 3 1 2 7 1 ], 2, 5
[ 1 1 3 3 2 2 ], 10, 221
[ 10 8 7 4 1 ], 15, 13
[ 1 1 2 1 3 1 1 6 6 ], 1, 5
[ 1 1 2 3 5 1 1 ], 9, 625
[ 3 2 6 3 5 9 3 4 1 8 2 ], 32, 53354
[ 1 1 5 3 ], 9, 29
[ 1 1 1 2 2 1 ], 1, 4
[ 1 1 2 6 1 1 ], 1, 4
[ 1 1 2 2 2 ], 6, 50
[ 1 1 1 1 1 1 1 1 ], 2, 36
[ 2 4 6 8 ], 10, 6
[ 1 1 1 2 5 2 3 1 ], 8, 632
[ 1 6 1 3 1 4 1 5 ], 5, 71
[ 1 1 1 2 1 3 1 ], 6, 337
[ 1 1 1 1 2 1 3 ], 1, 5
[ 1 1 1 2 1 ], 4, 46
[ 1 1 1 1 2 1 1 1 1 ], 9, 15792
[ 6 5 2 4 1 ], 13, 36
[ 1 1 4 4 3 4 3 1 1 ], 19, 23386
[ 8 7 2 5 3 1 ], 12, 39
[ 1 1 7 7 5 5 ], 11, 42
[ 1 1 3 3 ], 4, 9
[ 1 2 2 1 ], 2, 5
[ 1 2 1 3 1 ], 1, 3
[ 1 3 2 ], 4, 4
[ 1 4 3 2 ], 8, 15
[ 1 1 2 3 4 5 ], 4, 12
[ 1 1 9 9 5 5 ], 16, 98
[ 1 1 1 1 2 1 6 5 ], 3, 40
[ 1 1 1 1 2 1 6 1 8 ], 16, 50033
[ 5 1 1 2 1 6 5 8 7 ], 1, 3
[ 5 3 4 2 6 8 ], 8, 7
[ 1 5 5 4 1 6 ], 10, 46
[ 1 1 2 3 4 5 6 7 8 9 ], 11, 192
[ 1 8 7 6 5 4 3 2 ], 5, 7
[ 1 2 3 4 5 6 7 8 ], 8, 22
[ 1 2 3 7 5 6 4 8 ], 16, 186
[ 1 3 2 7 5 6 4 8 ], 6, 11
[ 1 7 6 5 4 3 2 8 ], 31, 2857
[ 1 2 6 5 4 3 7 8 ], 11, 52
[ 1 2 3 5 4 6 7 8 ], 28, 1801
[ 8 7 6 4 3 5 2 1 ], 19, 352
[ 8 2 3 5 4 6 7 1 ], 8, 22
[ 1 2 3 4 ], 5, 6
[ 3 2 1 ], 4, 4
[ 3 2 1 ], 3, 3
[ 4 3 2 1 ], 9, 18
[ 7 6 5 4 3 2 1 ], 7, 15
[ 1 2 3 4 5 6 7 8 ], 15, 146
[ 1 2 3 7 5 6 4 8 ], 4, 5
[ 1 3 2 7 5 6 4 8 ], 5, 7
[ 8 7 6 5 4 3 2 1 ], 20, 434
[ 1 7 6 5 4 3 2 8 ], 29, 2104
[ 1 2 6 5 4 3 7 8 ], 4, 5
[ 1 2 3 5 4 6 7 8 ], 6, 11
[ 8 7 6 5 4 3 2 1 ], 24, 919
[ 8 7 6 4 3 5 2 1 ], 9, 29
[ 8 7 3 5 4 6 2 1 ], 19, 352
[ 8 2 3 5 4 6 7 1 ], 12, 70
[ 1 2 3 4 5 6 7 ], 8, 21
[ 7 6 5 4 3 2 1 ], 6, 11
[ 1 2 3 4 5 6 7 ], 11, 49
[ 1 2 3 ], 2, 2
[ 2 4 3 1 ], 1, 1
[ 1 2 3 4 ], 8, 15
[ 1 2 3 ], 4, 4
[ 4 2 4 3 1 ], 13, 64
[ 2 4 2 2 2 4 2 2 2 4 2 2 2 ], 16, 44180
[ 1 1 1 5 4 2 2 1 5 4 2 ], 27, 921166
[ 1 5 2 2 2 5 5 4 ], 2, 4
[ 2 2 1 2 5 3 1 ], 6, 63
[ 2 2 4 3 1 ], 1, 1
[ 3 2 2 1 ], 1, 1
[ 1 2 2 3 ], 5, 9
[ 2 4 2 3 2 3 ], 7, 14
[ 2 2 4 3 4 1 ], 13, 155
[ 1 1 2 1 3 2 ], 7, 153
[ 5 3 4 2 2 2 2 ], 14, 286
[ 1 3 5 1 2 5 1 ], 14, 1164
[ 1 2 3 1 5 2 2 4 2 ], 9, 423
[ 2 1 2 3 1 2 3 ], 7, 116
[ 3 4 5 5 2 1 ], 7, 15
[ 3 4 5 2 5 2 1 1 2 1 ], 5, 83
[ 1 3 2 ], 2, 2
[ 1 5 2 4 1 5 ], 14, 238
[ 2 2 ], 2, 2
[ 2 2 2 4 2 2 2 ], 12, 610
[ 1 1 4 2 ], 5, 14
[ 2 1 3 ], 5, 5
[ 2 1 1 5 2 3 1 4 5 ], 13, 2233
[ 2 4 2 ], 6, 6
[ 2 1 2 3 2 1 4 5 ], 6, 69
[ 1 1 2 1 3 ], 2, 7
[ 1 1 1 2 2 3 ], 8, 233
[ 3 5 2 4 5 1 2 5 3 4 ], 26, 15330
[ 1 3 1 1 ], 3, 11
[ 2 1 2 2 2 1 ], 7, 112
[ 2 2 1 2 2 5 2 2 ], 14, 1954
[ 2 2 1 2 2 5 2 3 1 2 2 ], 18, 64512
[ 2 1 1 5 1 3 5 ], 3, 14
[ 5 1 2 5 1 ], 6, 20
[ 5 1 5 1 2 ], 4, 9
[ 3 4 1 3 1 2 1 4 2 1 ], 17, 39472
[ 1 4 1 3 1 2 1 4 2 1 ], 13, 18677
[ 1 2 3 2 4 ], 11, 66
[ 3 2 1 2 ], 6, 14
[ 2 1 2 1 2 4 ], 9, 172
[ 2 1 5 4 3 1 3 4 1 ], 3, 15
[ 3 1 3 4 1 2 1 5 4 ], 19, 11930
[ 2 2 1 2 1 2 2 4 2 ], 9, 734
[ 2 1 3 5 2 2 3 4 2 ], 17, 3428
[ 2 3 1 2 1 1 ], 9, 342
[ 1 4 1 2 ], 6, 20
[ 2 1 1 ], 1, 2
[ 1 1 1 1 2 ], 1, 4
[ 1 2 3 1 2 1 ], 3, 17
[ 3 2 2 3 5 1 3 4 1 2 2 ], 5, 66
[ 1 1 2 2 ], 4, 14
[ 1 2 3 2 ], 6, 14
[ 1 3 5 2 2 1 ], 13, 404
[ 1 2 4 5 1 2 1 ], 7, 144
[ 2 4 2 ], 4, 4
[ 2 4 3 2 3 ], 6, 9
[ 2 5 2 4 1 ], 9, 29
[ 1 1 1 1 1 1 ], 4, 126
[ 3 4 1 3 1 3 1 4 2 ], 21, 27017
[ 2 1 2 5 3 1 ], 3, 9
[ 5 3 4 2 2 2 ], 3, 1
[ 1 2 5 4 3 2 1 ], 14, 740
[ 5 1 2 1 2 5 4 ], 10, 173
[ 2 1 4 3 2 ], 2, 3
[ 3 2 2 1 5 1 ], 13, 404
[ 3 5 2 1 2 1 ], 11, 233
[ 3 5 1 2 2 1 ], 6, 41
[ 3 5 2 1 2 1 ], 9, 125
[ 1 5 2 1 2 3 ], 9, 125
[ 2 1 1 3 1 ], 4, 25
[ 2 2 3 4 1 ], 6, 17
[ 1 3 3 1 ], 3, 6
[ 4 2 1 2 3 ], 1, 1
[ 3 4 1 3 1 3 1 4 2 2 ], 13, 4245
[ 1 2 3 1 2 3 ], 8, 110
[ 1 2 3 8 7 4 ], 2, 2
[ 3 2 8 6 9 5 1 3 ], 7, 16
[ 1 4 5 4 3 ], 5, 5
[ 6 5 1 1 ], 2, 3
[ 3 2 1 8 ], 9, 13
[ 3 1 4 2 4 1 4 ], 10, 160
[ 1 2 6 3 1 3 3 ], 2, 4
[ 7 6 5 4 3 2 1 1 ], 15, 564
[ 2 3 2 1 3 4 ], 2, 3
[ 5 3 4 2 6 8 3 ], 3, 2
[ 5 4 1 6 2 1 ], 16, 336
[ 2 4 6 4 2 1 ], 11, 58
[ 7 4 1 5 1 7 6 1 4 1 10 ], 35, 390704
[ 5 1 1 6 5 ], 11, 40
[ 6 4 4 2 1 ], 3, 2
[ 2 3 1 5 1 4 2 1 4 ], 16, 6580
[ 4 2 2 3 7 1 ], 4, 8
[ 10 5 2 1 1 ], 17, 187
[ 10 7 6 1 1 ], 13, 36
[ 2 3 4 10 1 6 9 12 ], 43, 6233
[ 3 2 9 5 8 6 1 3 ], 9, 34
[ 1 9 3 5 7 ], 13, 16
[ 2 1 5 8 7 5 1 6 ], 7, 31
[ 5 3 2 4 1 ], 11, 37
[ 7 5 3 2 8 2 ], 19, 77
[ 2 3 1 5 ], 4, 4
[ 5 2 3 1 ], 8, 13
[ 4 1 2 1 1 ], 6, 57
[ 4 5 4 3 1 ], 9, 15
[ 1 6 5 1 ], 6, 10
[ 3 2 1 2 1 ], 4, 16
[ 2 4 2 1 ], 7, 13
[ 8 3 2 1 ], 3, 3
[ 4 2 4 4 3 1 1 ], 9, 113
[ 6 3 1 3 3 1 2 ], 9, 133
[ 1 1 7 6 5 4 3 2 ], 24, 4150
[ 1 3 4 2 3 2 ], 3, 5
[ 1 4 4 2 3 1 ], 3, 7
[ 1 2 9 3 1 ], 11, 87
[ 6 4 2 2 2 4 6 1 ], 1, 1
[ 1 2 6 3 1 ], 10, 78
[ 2 1 8 3 1 ], 14, 170
[ 6 20 10 30 ], 6, 1
[ 6 2 1 ], 7, 5
[ 5 1 5 3 2 4 4 2 1 ], 7, 84
[ 1 2 2 4 ], 6, 13
[ 2 5 7 1 4 2 ], 4, 7
[ 4 4 2 1 5 1 5 3 2 ], 8, 133
[ 5 1 5 ], 1, 1
[ 7 5 3 9 1 ], 9, 8
[ 7 3 3 7 1 ], 18, 57
[ 4 2 2 5 7 1 ], 19, 298
[ 7 3 1 3 7 ], 14, 30
[ 5 1 7 6 1 4 1 10 1 7 4 ], 29, 121137
[ 2 2 1 4 3 1 1 1 ], 7, 399
[ 2 1 6 5 4 2 5 1 1 ], 1, 3
[ 6 6 6 6 1 5 7 ], 7, 7
[ 5 6 5 3 5 3 5 2 1 ], 11, 98
[ 1 3 3 1 5 ], 8, 36
[ 5 2 5 6 5 3 5 3 1 ], 31, 9562
[ 5 1 3 3 1 ], 10, 63
[ 3 2 7 4 5 ], 3, 1
[ 4 5 3 2 7 ], 7, 4
[ 6 1 7 3 ], 16, 19
[ 4 4 2 1 6 ], 11, 25
[ 1 4 2 1 4 2 3 1 5 ], 9, 502
[ 2 3 5 6 1 1 1 1 1 ], 3, 41
[ 1 2 3 4 1 1 1 ], 6, 166
[ 7 5 2 1 2 ], 16, 101
[ 2 7 5 2 1 ], 14, 71
[ 3 4 10 1 6 9 12 2 ], 27, 798
[ 6 8 2 3 4 1 1 1 1 ], 25, 83517
[ 1 4 2 3 1 ], 2, 4
[ 2 3 1 4 1 ], 2, 4
[ 3 2 1 4 1 ], 1, 2
[ 4 1 2 3 1 ], 1, 2
[ 2 1 6 5 4 5 1 1 ], 22, 8142
[ 4 1 2 3 5 ], 1, 1
[ 9 5 1 3 3 2 8 6 ], 29, 2314
[ 9 5 8 6 1 3 3 2 ], 4, 5
[ 2 7 1 3 4 2 ], 15, 192
[ 3 5 7 1 9 ], 22, 58
[ 5 1 6 2 1 5 8 7 ], 8, 44
[ 3 4 2 2 7 1 ], 13, 122
[ 2 4 3 ], 5, 1
[ 2 1 2 ], 2, 3
[ 4 2 2 4 1 ], 8, 30
[ 6 4 2 2 4 6 1 ], 23, 980
[ 4 2 2 4 6 1 ], 9, 33
[ 6 4 2 2 4 1 ], 4, 8
[ 6 2 4 6 1 ], 17, 61
[ 8 4 2 8 1 ], 14, 32
[ 4 1 2 7 1 ], 7, 27
[ 4 6 1 4 2 ], 11, 25
[ 4 7 1 2 1 ], 10, 62
[ 7 1 4 1 2 ], 7, 27
[ 4 2 4 6 1 ], 7, 9
[ 4 2 4 3 1 1 ], 7, 45
[ 1 4 1 5 ], 6, 12
[ 4 2 3 1 1 4 ], 13, 285
[ 3 1 4 2 1 4 ], 12, 221
[ 5 1 1 4 ], 6, 12
[ 4 2 6 2 4 1 ], 11, 58
[ 2 3 2 1 4 1 ], 6, 44
[ 4 1 4 2 3 1 ], 11, 166
[ 3 5 3 4 2 6 8 ], 6, 6
[ 1 6 2 1 5 4 ], 9, 60
[ 1 2 2 1 2 1 1 1 1 1 1 1 ], 2, 48
[ 2 5 3 7 8 1 9 ], 18, 144
[ 1 2 2 3 7 1 1 ], 10, 506
[ 5 7 4 9 8 10 ], 10, 2
[ 7 5 3 4 ], 4, 1
[ 2 7 3 5 4 6 8 ], 7, 4
[ 1 2 2 3 3 4 6 ], 9, 66
[ 1 1 1 1 1 2 2 2 ], 4, 121
[ 1 5 2 5 1 1 1 5 ], 1, 4
[ 1 1 7 4 1 1 1 1 ], 1, 6
[ 1 1 6 1 9 7 7 1 1 1 ], 1, 6
[ 1 8 8 2 2 2 ], 12, 104
[ 1 1 5 10 20 40 ], 10, 19
[ 1 1 8 8 2 8 3 ], 9, 59
